time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,8,4,0,0
2026-04-07 00:00:00+00:00,17,5,0,0
2026-04-08 00:00:00+00:00,17,5,0,0
2026-04-09 00:00:00+00:00,20,8,0,0
2026-04-10 00:00:00+00:00,7,3,0,0
2026-04-11 00:00:00+00:00,30,10,0,0
2026-04-12 00:00:00+00:00,24,7,0,0
2026-04-13 00:00:00+00:00,2,2,0,0
2026-04-14 00:00:00+00:00,17,4,0,0
2026-04-15 00:00:00+00:00,14,5,0,0
2026-04-16 00:00:00+00:00,48,10,0,0
2026-04-17 00:00:00+00:00,24,7,0,0
2026-04-18 00:00:00+00:00,26,9,0,0
2026-04-19 00:00:00+00:00,45,13,0,0
