time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-15 00:00:00+00:00,2,2,0,0
2026-01-16 00:00:00+00:00,15,7,0,0
2026-01-17 00:00:00+00:00,17,8,0,0
2026-01-18 00:00:00+00:00,19,7,0,0
2026-01-19 00:00:00+00:00,16,4,0,0
2026-01-20 00:00:00+00:00,17,5,0,0
2026-01-21 00:00:00+00:00,7,3,0,0
2026-01-22 00:00:00+00:00,23,7,0,0
2026-01-23 00:00:00+00:00,16,8,0,0
2026-01-24 00:00:00+00:00,34,10,0,0
2026-01-25 00:00:00+00:00,11,3,0,0
2026-01-26 00:00:00+00:00,16,4,0,0
2026-01-27 00:00:00+00:00,23,7,0,0
2026-01-28 00:00:00+00:00,17,5,0,0
